type,name,size,i,time,verification
sorting,nativo,2,38,0.000000,1
sorting,nativo,2,39,0.000000,1
sorting,nativo,4,0,0.000000,1
sorting,nativo,4,1,0.000000,1
sorting,nativo,4,2,0.000001,1
sorting,nativo,4,3,0.000001,1
sorting,nativo,4,4,0.000001,1
sorting,nativo,4,5,0.000001,1
sorting,nativo,4,6,0.000000,1
sorting,nativo,4,7,0.000000,1
sorting,nativo,4,8,0.000001,1
sorting,nativo,4,9,0.000001,1
sorting,nativo,4,10,0.000000,1
sorting,nativo,4,11,0.000000,1
sorting,nativo,4,12,0.000001,1
sorting,nativo,4,13,0.000000,1
sorting,nativo,4,14,0.000001,1
sorting,nativo,4,15,0.000001,1
sorting,nativo,4,16,0.000000,1
sorting,nativo,4,17,0.000001,1
sorting,nativo,4,18,0.000000,1
sorting,nativo,4,19,0.000000,1
sorting,nativo,4,20,0.000000,1
sorting,nativo,4,21,0.000001,1
sorting,nativo,4,22,0.000001,1
sorting,nativo,4,23,0.000000,1
sorting,nativo,4,24,0.000000,1
sorting,nativo,4,25,0.000000,1
sorting,nativo,4,26,0.000000,1
sorting,nativo,4,27,0.000000,1
sorting,nativo,4,28,0.000001,1
sorting,nativo,4,29,0.000000,1
sorting,nativo,4,30,0.000000,1
sorting,nativo,4,31,0.000000,1
sorting,nativo,4,32,0.000001,1
sorting,nativo,4,33,0.000000,1
sorting,nativo,4,34,0.000001,1
sorting,nativo,4,35,0.000000,1
sorting,nativo,4,36,0.000000,1
sorting,nativo,4,37,0.000001,1
sorting,nativo,4,38,0.000000,1
sorting,nativo,4,39,0.000001,1
sorting,nativo,8,0,0.000001,1
sorting,nativo,8,1,0.000000,1
sorting,nativo,8,2,0.000001,1
sorting,nativo,8,3,0.000001,1
sorting,nativo,8,4,0.000000,1
sorting,nativo,8,5,0.000001,1
sorting,nativo,8,6,0.000000,1
sorting,nativo,8,7,0.000001,1
sorting,nativo,8,8,0.000001,1
sorting,nativo,8,9,0.000001,1
sorting,nativo,8,10,0.000001,1
sorting,nativo,8,11,0.000000,1
sorting,nativo,8,12,0.000001,1
sorting,nativo,8,13,0.000001,1
sorting,nativo,8,14,0.000000,1
sorting,nativo,8,15,0.000001,1
sorting,nativo,8,16,0.000001,1
sorting,nativo,8,17,0.000000,1
sorting,nativo,8,18,0.000000,1
sorting,nativo,8,19,0.000001,1
sorting,nativo,8,20,0.000000,1
sorting,nativo,8,21,0.000000,1
sorting,nativo,8,22,0.000000,1
sorting,nativo,8,23,0.000001,1
sorting,nativo,8,24,0.000001,1
sorting,nativo,8,25,0.000000,1
sorting,nativo,8,26,0.000000,1
sorting,nativo,8,27,0.000000,1
sorting,nativo,8,28,0.000001,1
sorting,nativo,8,29,0.000001,1
sorting,nativo,8,30,0.000000,1
sorting,nativo,8,31,0.000001,1
sorting,nativo,8,32,0.000001,1
sorting,nativo,8,33,0.000001,1
sorting,nativo,8,34,0.000000,1
sorting,nativo,8,35,0.000000,1
sorting,nativo,8,36,0.000000,1
sorting,nativo,8,37,0.000001,1
sorting,nativo,8,38,0.000001,1
sorting,nativo,8,39,0.000001,1
sorting,nativo,16,0,0.000002,1
sorting,nativo,16,1,0.000002,1
sorting,nativo,16,2,0.000001,1
sorting,nativo,16,3,0.000001,1
sorting,nativo,16,4,0.000001,1
sorting,nativo,16,5,0.000001,1
sorting,nativo,16,6,0.000002,1
sorting,nativo,16,7,0.000002,1
sorting,nativo,16,8,0.000001,1
sorting,nativo,16,9,0.000001,1
sorting,nativo,16,10,0.000000,1
sorting,nativo,16,11,0.000000,1
sorting,nativo,16,12,0.000001,1
sorting,nativo,16,13,0.000000,1
sorting,nativo,16,14,0.000001,1
sorting,nativo,16,15,0.000001,1
sorting,nativo,16,16,0.000000,1
sorting,nativo,16,17,0.000001,1
sorting,nativo,16,18,0.000000,1
sorting,nativo,16,19,0.000000,1
sorting,nativo,16,20,0.000000,1
sorting,nativo,16,21,0.000001,1
sorting,nativo,16,22,0.000000,1
sorting,nativo,16,23,0.000001,1
sorting,nativo,16,24,0.000000,1
sorting,nativo,16,25,0.000000,1
sorting,nativo,16,26,0.000001,1
sorting,nativo,16,27,0.000000,1
sorting,nativo,16,28,0.000001,1
sorting,nativo,16,29,0.000000,1
sorting,nativo,16,30,0.000000,1
sorting,nativo,16,31,0.000001,1
sorting,nativo,16,32,0.000000,1
sorting,nativo,16,33,0.000001,1
sorting,nativo,16,34,0.000000,1
sorting,nativo,16,35,0.000001,1
sorting,nativo,16,36,0.000000,1
sorting,nativo,16,37,0.000001,1
sorting,nativo,16,38,0.000001,1
sorting,nativo,16,39,0.000000,1
sorting,nativo,32,0,0.000003,1
sorting,nativo,32,1,0.000003,1
sorting,nativo,32,2,0.000003,1
sorting,nativo,32,3,0.000002,1
sorting,nativo,32,4,0.000002,1
sorting,nativo,32,5,0.000002,1
sorting,nativo,32,6,0.000003,1
sorting,nativo,32,7,0.000003,1
sorting,nativo,32,8,0.000003,1
sorting,nativo,32,9,0.000003,1
sorting,nativo,32,10,0.000000,1
sorting,nativo,32,11,0.000001,1
sorting,nativo,32,12,0.000001,1
sorting,nativo,32,13,0.000001,1
sorting,nativo,32,14,0.000000,1
sorting,nativo,32,15,0.000001,1
sorting,nativo,32,16,0.000000,1
sorting,nativo,32,17,0.000000,1
sorting,nativo,32,18,0.000000,1
sorting,nativo,32,19,0.000001,1
sorting,nativo,32,20,0.000001,1
sorting,nativo,32,21,0.000001,1
sorting,nativo,32,22,0.000001,1
sorting,nativo,32,23,0.000000,1
sorting,nativo,32,24,0.000001,1
sorting,nativo,32,25,0.000001,1
sorting,nativo,32,26,0.000000,1
sorting,nativo,32,27,0.000001,1
sorting,nativo,32,28,0.000001,1
sorting,nativo,32,29,0.000001,1
sorting,nativo,32,30,0.000001,1
sorting,nativo,32,31,0.000000,1
sorting,nativo,32,32,0.000001,1
sorting,nativo,32,33,0.000001,1
sorting,nativo,32,34,0.000001,1
sorting,nativo,32,35,0.000001,1
sorting,nativo,32,36,0.000000,1
sorting,nativo,32,37,0.000000,1
sorting,nativo,32,38,0.000001,1
sorting,nativo,32,39,0.000000,1
sorting,nativo,64,0,0.000008,1
sorting,nativo,64,1,0.000007,1
sorting,nativo,64,2,0.000007,1
sorting,nativo,64,3,0.000006,1
sorting,nativo,64,4,0.000007,1
sorting,nativo,64,5,0.000007,1
sorting,nativo,64,6,0.000006,1
sorting,nativo,64,7,0.000007,1
sorting,nativo,64,8,0.000006,1
sorting,nativo,64,9,0.000007,1
sorting,nativo,64,10,0.000005,1
sorting,nativo,64,11,0.000006,1
sorting,nativo,64,12,0.000004,1
sorting,nativo,64,13,0.000005,1
sorting,nativo,64,14,0.000004,1
sorting,nativo,64,15,0.000005,1
sorting,nativo,64,16,0.000004,1
sorting,nativo,64,17,0.000004,1
sorting,nativo,64,18,0.000004,1
sorting,nativo,64,19,0.000004,1
sorting,nativo,64,20,0.000001,1
sorting,nativo,64,21,0.000001,1
sorting,nativo,64,22,0.000001,1
sorting,nativo,64,23,0.000001,1
sorting,nativo,64,24,0.000001,1
sorting,nativo,64,25,0.000000,1
sorting,nativo,64,26,0.000001,1
sorting,nativo,64,27,0.000001,1
sorting,nativo,64,28,0.000001,1
sorting,nativo,64,29,0.000001,1
sorting,nativo,64,30,0.000001,1
sorting,nativo,64,31,0.000001,1
sorting,nativo,64,32,0.000001,1
sorting,nativo,64,33,0.000001,1
sorting,nativo,64,34,0.000000,1
sorting,nativo,64,35,0.000001,1
sorting,nativo,64,36,0.000001,1
sorting,nativo,64,37,0.000001,1
sorting,nativo,64,38,0.000001,1
sorting,nativo,64,39,0.000001,1
sorting,nativo,128,0,0.000016,1
sorting,nativo,128,1,0.000014,1
sorting,nativo,128,2,0.000015,1
sorting,nativo,128,3,0.000015,1
sorting,nativo,128,4,0.000015,1
sorting,nativo,128,5,0.000015,1
sorting,nativo,128,6,0.000016,1
sorting,nativo,128,7,0.000015,1
sorting,nativo,128,8,0.000015,1
sorting,nativo,128,9,0.000015,1
sorting,nativo,128,10,0.000012,1
sorting,nativo,128,11,0.000011,1
sorting,nativo,128,12,0.000011,1
sorting,nativo,128,13,0.000011,1
sorting,nativo,128,14,0.000011,1
sorting,nativo,128,15,0.000010,1
sorting,nativo,128,16,0.000011,1
sorting,nativo,128,17,0.000010,1
sorting,nativo,128,18,0.000011,1
sorting,nativo,128,19,0.000011,1
sorting,nativo,128,20,0.000002,1
sorting,nativo,128,21,0.000003,1
sorting,nativo,128,22,0.000002,1
sorting,nativo,128,23,0.000002,1
sorting,nativo,128,24,0.000002,1
sorting,nativo,128,25,0.000002,1
sorting,nativo,128,26,0.000002,1
sorting,nativo,128,27,0.000003,1
sorting,nativo,128,28,0.000003,1
sorting,nativo,128,29,0.000003,1
sorting,nativo,128,30,0.000001,1
sorting,nativo,128,31,0.000001,1
sorting,nativo,128,32,0.000002,1
sorting,nativo,128,33,0.000002,1
sorting,nativo,128,34,0.000002,1
sorting,nativo,128,35,0.000001,1
sorting,nativo,128,36,0.000001,1
sorting,nativo,128,37,0.000002,1
sorting,nativo,128,38,0.000001,1
sorting,nativo,128,39,0.000001,1
sorting,nativo,256,0,0.000043,1
sorting,nativo,256,1,0.000036,1
sorting,nativo,256,2,0.000036,1
sorting,nativo,256,3,0.000037,1
sorting,nativo,256,4,0.000033,1
sorting,nativo,256,5,0.000034,1
sorting,nativo,256,6,0.000032,1
sorting,nativo,256,7,0.000033,1
sorting,nativo,256,8,0.000034,1
sorting,nativo,256,9,0.000034,1
sorting,nativo,256,10,0.000027,1
sorting,nativo,256,11,0.000028,1
sorting,nativo,256,12,0.000028,1
sorting,nativo,256,13,0.000028,1
sorting,nativo,256,14,0.000028,1
sorting,nativo,256,15,0.000026,1
sorting,nativo,256,16,0.000026,1
sorting,nativo,256,17,0.000026,1
sorting,nativo,256,18,0.000026,1
sorting,nativo,256,19,0.000026,1
sorting,nativo,256,20,0.000002,1
sorting,nativo,256,21,0.000002,1
sorting,nativo,256,22,0.000003,1
sorting,nativo,256,23,0.000002,1
sorting,nativo,256,24,0.000003,1
sorting,nativo,256,25,0.000003,1
sorting,nativo,256,26,0.000002,1
sorting,nativo,256,27,0.000002,1
sorting,nativo,256,28,0.000002,1
sorting,nativo,256,29,0.000003,1
sorting,nativo,256,30,0.000002,1
sorting,nativo,256,31,0.000002,1
sorting,nativo,256,32,0.000002,1
sorting,nativo,256,33,0.000002,1
sorting,nativo,256,34,0.000002,1
sorting,nativo,256,35,0.000002,1
sorting,nativo,256,36,0.000002,1
sorting,nativo,256,37,0.000002,1
sorting,nativo,256,38,0.000002,1
sorting,nativo,256,39,0.000003,1
sorting,nativo,512,0,0.000083,1
sorting,nativo,512,1,0.000082,1
sorting,nativo,512,2,0.000082,1
sorting,nativo,512,3,0.000079,1
sorting,nativo,512,4,0.000080,1
sorting,nativo,512,5,0.000081,1
sorting,nativo,512,6,0.000079,1
sorting,nativo,512,7,0.000078,1
sorting,nativo,512,8,0.000079,1
sorting,nativo,512,9,0.000094,1
sorting,nativo,512,10,0.000077,1
sorting,nativo,512,11,0.000062,1
sorting,nativo,512,12,0.000060,1
sorting,nativo,512,13,0.000061,1
sorting,nativo,512,14,0.000062,1
sorting,nativo,512,15,0.000061,1
sorting,nativo,512,16,0.000062,1
sorting,nativo,512,17,0.000061,1
sorting,nativo,512,18,0.000063,1
sorting,nativo,512,19,0.000062,1
sorting,nativo,512,20,0.000035,1
sorting,nativo,512,21,0.000032,1
sorting,nativo,512,22,0.000032,1
sorting,nativo,512,23,0.000031,1
sorting,nativo,512,24,0.000031,1
sorting,nativo,512,25,0.000030,1
sorting,nativo,512,26,0.000031,1
sorting,nativo,512,27,0.000031,1
sorting,nativo,512,28,0.000031,1
sorting,nativo,512,29,0.000030,1
sorting,nativo,512,30,0.000004,1
sorting,nativo,512,31,0.000004,1
sorting,nativo,512,32,0.000004,1
sorting,nativo,512,33,0.000004,1
sorting,nativo,512,34,0.000004,1
sorting,nativo,512,35,0.000004,1
sorting,nativo,512,36,0.000004,1
sorting,nativo,512,37,0.000004,1
sorting,nativo,512,38,0.000004,1
sorting,nativo,512,39,0.000003,1
sorting,nativo,1024,0,0.000186,1
sorting,nativo,1024,1,0.000181,1
sorting,nativo,1024,2,0.000180,1
sorting,nativo,1024,3,0.000181,1
sorting,nativo,1024,4,0.000180,1
sorting,nativo,1024,5,0.000215,1
sorting,nativo,1024,6,0.000187,1
sorting,nativo,1024,7,0.000186,1
sorting,nativo,1024,8,0.000179,1
sorting,nativo,1024,9,0.000180,1
sorting,nativo,1024,10,0.000142,1
sorting,nativo,1024,11,0.000140,1
sorting,nativo,1024,12,0.000141,1
sorting,nativo,1024,13,0.000140,1
sorting,nativo,1024,14,0.000139,1
sorting,nativo,1024,15,0.000139,1
sorting,nativo,1024,16,0.000139,1
sorting,nativo,1024,17,0.000140,1
sorting,nativo,1024,18,0.000138,1
sorting,nativo,1024,19,0.000143,1
sorting,nativo,1024,20,0.000110,1
sorting,nativo,1024,21,0.000125,1
sorting,nativo,1024,22,0.000102,1
sorting,nativo,1024,23,0.000106,1
sorting,nativo,1024,24,0.000101,1
sorting,nativo,1024,25,0.000100,1
sorting,nativo,1024,26,0.000098,1
sorting,nativo,1024,27,0.000102,1
sorting,nativo,1024,28,0.000100,1
sorting,nativo,1024,29,0.000099,1
sorting,nativo,1024,30,0.000007,1
sorting,nativo,1024,31,0.000008,1
sorting,nativo,1024,32,0.000007,1
sorting,nativo,1024,33,0.000008,1
sorting,nativo,1024,34,0.000007,1
sorting,nativo,1024,35,0.000007,1
sorting,nativo,1024,36,0.000007,1
sorting,nativo,1024,37,0.000007,1
sorting,nativo,1024,38,0.000007,1
sorting,nativo,1024,39,0.000007,1
sorting,nativo,2048,0,0.000448,1
sorting,nativo,2048,1,0.000432,1
sorting,nativo,2048,2,0.000429,1
sorting,nativo,2048,3,0.000432,1
sorting,nativo,2048,4,0.000429,1
sorting,nativo,2048,5,0.000435,1
sorting,nativo,2048,6,0.000427,1
sorting,nativo,2048,7,0.000415,1
sorting,nativo,2048,8,0.000418,1
sorting,nativo,2048,9,0.000417,1
sorting,nativo,2048,10,0.000322,1
sorting,nativo,2048,11,0.000324,1
sorting,nativo,2048,12,0.000317,1
sorting,nativo,2048,13,0.000320,1
sorting,nativo,2048,14,0.000385,1
sorting,nativo,2048,15,0.000321,1
sorting,nativo,2048,16,0.000324,1
sorting,nativo,2048,17,0.000317,1
sorting,nativo,2048,18,0.000321,1
sorting,nativo,2048,19,0.000319,1
sorting,nativo,2048,20,0.000201,1
sorting,nativo,2048,21,0.000200,1
sorting,nativo,2048,22,0.000197,1
sorting,nativo,2048,23,0.000198,1
sorting,nativo,2048,24,0.000198,1
sorting,nativo,2048,25,0.000199,1
sorting,nativo,2048,26,0.000212,1
sorting,nativo,2048,27,0.000264,1
sorting,nativo,2048,28,0.000217,1
sorting,nativo,2048,29,0.000197,1
sorting,nativo,2048,30,0.000014,1
sorting,nativo,2048,31,0.000014,1
sorting,nativo,2048,32,0.000014,1
sorting,nativo,2048,33,0.000014,1
sorting,nativo,2048,34,0.000014,1
sorting,nativo,2048,35,0.000013,1
sorting,nativo,2048,36,0.000013,1
sorting,nativo,2048,37,0.000014,1
sorting,nativo,2048,38,0.000014,1
sorting,nativo,2048,39,0.000014,1
sorting,nativo,4096,0,0.000972,1
sorting,nativo,4096,1,0.000996,1
sorting,nativo,4096,2,0.001001,1
sorting,nativo,4096,3,0.000969,1
sorting,nativo,4096,4,0.000992,1
sorting,nativo,4096,5,0.000968,1
sorting,nativo,4096,6,0.000974,1
sorting,nativo,4096,7,0.001000,1
sorting,nativo,4096,8,0.000971,1
sorting,nativo,4096,9,0.000971,1
sorting,nativo,4096,10,0.000752,1
sorting,nativo,4096,11,0.000931,1
sorting,nativo,4096,12,0.000753,1
sorting,nativo,4096,13,0.000758,1
sorting,nativo,4096,14,0.000780,1
sorting,nativo,4096,15,0.000810,1
sorting,nativo,4096,16,0.000748,1
sorting,nativo,4096,17,0.000747,1
sorting,nativo,4096,18,0.000779,1
sorting,nativo,4096,19,0.000751,1
sorting,nativo,4096,20,0.000481,1
sorting,nativo,4096,21,0.000472,1
sorting,nativo,4096,22,0.000471,1
sorting,nativo,4096,23,0.000604,1
sorting,nativo,4096,24,0.000477,1
sorting,nativo,4096,25,0.000474,1
sorting,nativo,4096,26,0.000473,1
sorting,nativo,4096,27,0.000470,1
sorting,nativo,4096,28,0.000473,1
sorting,nativo,4096,29,0.000471,1
sorting,nativo,4096,30,0.000221,1
sorting,nativo,4096,31,0.000219,1
sorting,nativo,4096,32,0.000219,1
sorting,nativo,4096,33,0.000217,1
sorting,nativo,4096,34,0.000219,1
sorting,nativo,4096,35,0.000218,1
sorting,nativo,4096,36,0.000281,1
sorting,nativo,4096,37,0.000235,1
sorting,nativo,4096,38,0.000218,1
sorting,nativo,4096,39,0.000218,1
sorting,nativo,8192,0,0.002273,1
sorting,nativo,8192,1,0.002265,1
sorting,nativo,8192,2,0.002224,1
sorting,nativo,8192,3,0.002279,1
sorting,nativo,8192,4,0.002290,1
sorting,nativo,8192,5,0.002228,1
sorting,nativo,8192,6,0.002246,1
sorting,nativo,8192,7,0.002231,1
sorting,nativo,8192,8,0.002319,1
sorting,nativo,8192,9,0.002231,1
sorting,nativo,8192,10,0.001730,1
sorting,nativo,8192,11,0.001727,1
sorting,nativo,8192,12,0.001724,1
sorting,nativo,8192,13,0.002058,1
sorting,nativo,8192,14,0.001675,1
sorting,nativo,8192,15,0.001630,1
sorting,nativo,8192,16,0.001662,1
sorting,nativo,8192,17,0.001632,1
sorting,nativo,8192,18,0.001630,1
sorting,nativo,8192,19,0.001722,1
sorting,nativo,8192,20,0.001138,1
sorting,nativo,8192,21,0.001140,1
sorting,nativo,8192,22,0.001144,1
sorting,nativo,8192,23,0.001139,1
sorting,nativo,8192,24,0.001143,1
sorting,nativo,8192,25,0.001138,1
sorting,nativo,8192,26,0.001123,1
sorting,nativo,8192,27,0.001082,1
sorting,nativo,8192,28,0.001093,1
sorting,nativo,8192,29,0.001077,1
sorting,nativo,8192,30,0.000592,1
sorting,nativo,8192,31,0.000585,1
sorting,nativo,8192,32,0.000582,1
sorting,nativo,8192,33,0.000623,1
sorting,nativo,8192,34,0.000593,1
sorting,nativo,8192,35,0.000741,1
sorting,nativo,8192,36,0.000585,1
sorting,nativo,8192,37,0.000588,1
sorting,nativo,8192,38,0.000581,1
sorting,nativo,8192,39,0.000623,1
sorting,nativo,16384,0,0.004857,1
sorting,nativo,16384,1,0.004734,1
sorting,nativo,16384,2,0.005156,1
sorting,nativo,16384,3,0.004807,1
sorting,nativo,16384,4,0.005326,1
sorting,nativo,16384,5,0.004869,1
sorting,nativo,16384,6,0.005380,1
sorting,nativo,16384,7,0.004761,1
sorting,nativo,16384,8,0.004777,1
sorting,nativo,16384,9,0.004817,1
sorting,nativo,16384,10,0.003749,1
sorting,nativo,16384,11,0.003715,1
sorting,nativo,16384,12,0.003708,1
sorting,nativo,16384,13,0.004616,1
sorting,nativo,16384,14,0.004067,1
sorting,nativo,16384,15,0.003970,1
sorting,nativo,16384,16,0.003926,1
sorting,nativo,16384,17,0.003923,1
sorting,nativo,16384,18,0.003723,1
sorting,nativo,16384,19,0.003769,1
sorting,nativo,16384,20,0.002593,1
sorting,nativo,16384,21,0.002589,1
sorting,nativo,16384,22,0.003075,1
sorting,nativo,16384,23,0.002668,1
sorting,nativo,16384,24,0.002619,1
sorting,nativo,16384,25,0.002584,1
sorting,nativo,16384,26,0.002634,1
sorting,nativo,16384,27,0.002703,1
sorting,nativo,16384,28,0.002736,1
sorting,nativo,16384,29,0.002733,1
sorting,nativo,16384,30,0.001693,1
sorting,nativo,16384,31,0.001507,1
sorting,nativo,16384,32,0.001536,1
sorting,nativo,16384,33,0.001495,1
sorting,nativo,16384,34,0.001612,1
sorting,nativo,16384,35,0.001425,1
sorting,nativo,16384,36,0.001419,1
sorting,nativo,16384,37,0.001448,1
sorting,nativo,16384,38,0.001695,1
sorting,nativo,16384,39,0.001473,1
sorting,nativo,32768,0,0.011495,1
sorting,nativo,32768,1,0.011484,1
sorting,nativo,32768,2,0.011559,1
sorting,nativo,32768,3,0.011465,1
sorting,nativo,32768,4,0.011418,1
sorting,nativo,32768,5,0.010890,1
sorting,nativo,32768,6,0.010689,1
sorting,nativo,32768,7,0.010745,1
sorting,nativo,32768,8,0.010714,1
sorting,nativo,32768,9,0.010924,1
sorting,nativo,32768,10,0.008526,1
sorting,nativo,32768,11,0.008507,1
sorting,nativo,32768,12,0.009020,1
sorting,nativo,32768,13,0.008924,1
sorting,nativo,32768,14,0.008564,1
sorting,nativo,32768,15,0.008460,1
sorting,nativo,32768,16,0.008437,1
sorting,nativo,32768,17,0.008559,1
sorting,nativo,32768,18,0.008732,1
sorting,nativo,32768,19,0.008957,1
sorting,nativo,32768,20,0.005884,1
sorting,nativo,32768,21,0.005920,1
sorting,nativo,32768,22,0.006127,1
sorting,nativo,32768,23,0.005896,1
sorting,nativo,32768,24,0.005911,1
sorting,nativo,32768,25,0.006261,1
sorting,nativo,32768,26,0.005882,1
sorting,nativo,32768,27,0.005871,1
sorting,nativo,32768,28,0.006006,1
sorting,nativo,32768,29,0.006038,1
sorting,nativo,32768,30,0.003866,1
sorting,nativo,32768,31,0.004191,1
sorting,nativo,32768,32,0.003809,1
sorting,nativo,32768,33,0.004454,1
sorting,nativo,32768,34,0.003781,1
sorting,nativo,32768,35,0.003800,1
sorting,nativo,32768,36,0.003985,1
sorting,nativo,32768,37,0.004020,1
sorting,nativo,32768,38,0.003985,1
sorting,nativo,32768,39,0.003992,1
sorting,mergesort,1,0,0.000002,1
sorting,mergesort,1,1,0.000001,1
sorting,mergesort,1,2,0.000019,1
sorting,mergesort,1,3,0.000000,1
sorting,mergesort,1,4,0.000000,1
sorting,mergesort,1,5,0.000000,1
sorting,mergesort,1,6,0.000000,1
sorting,mergesort,1,7,0.000000,1
sorting,mergesort,1,8,0.000000,1
sorting,mergesort,1,9,0.000000,1
sorting,mergesort,1,10,0.000001,1
sorting,mergesort,1,11,0.000000,1
sorting,mergesort,1,12,0.000000,1
sorting,mergesort,1,13,0.000000,1
sorting,mergesort,1,14,0.000000,1
sorting,mergesort,1,15,0.000001,1
sorting,mergesort,1,16,0.000001,1
sorting,mergesort,1,17,0.000002,1
sorting,mergesort,1,18,0.000000,1
sorting,mergesort,1,19,0.000001,1
sorting,mergesort,1,20,0.000000,1
sorting,mergesort,1,21,0.000001,1
sorting,mergesort,1,22,0.000000,1
sorting,mergesort,1,23,0.000000,1
sorting,mergesort,1,24,0.000001,1
sorting,mergesort,1,25,0.000001,1
sorting,mergesort,1,26,0.000001,1
sorting,mergesort,1,27,0.000001,1
sorting,mergesort,1,28,0.000000,1
sorting,mergesort,1,29,0.000000,1
sorting,mergesort,1,30,0.000000,1
sorting,mergesort,1,31,0.000001,1
sorting,mergesort,1,32,0.000000,1
sorting,mergesort,1,33,0.000001,1
sorting,mergesort,1,34,0.000000,1
sorting,mergesort,1,35,0.000001,1
sorting,mergesort,1,36,0.000001,1
sorting,mergesort,1,37,0.000000,1
sorting,mergesort,1,38,0.000000,1
sorting,mergesort,1,39,0.000000,1
sorting,mergesort,2,0,0.000010,1
sorting,mergesort,2,1,0.000002,1
sorting,mergesort,2,2,0.000001,1
sorting,mergesort,2,3,0.000001,1
sorting,mergesort,2,4,0.000002,1
sorting,mergesort,2,5,0.000001,1
sorting,mergesort,2,6,0.000002,1
sorting,mergesort,2,7,0.000001,1
sorting,mergesort,2,8,0.000002,1
sorting,mergesort,2,9,0.000002,1
sorting,mergesort,2,10,0.000001,1
sorting,mergesort,2,11,0.000002,1
sorting,mergesort,2,12,0.000001,1
sorting,mergesort,2,13,0.000001,1
sorting,mergesort,2,14,0.000002,1
sorting,mergesort,2,15,0.000001,1
sorting,mergesort,2,16,0.000002,1
sorting,mergesort,2,17,0.000002,1
sorting,mergesort,2,18,0.000002,1
sorting,mergesort,2,19,0.000002,1
sorting,mergesort,2,20,0.000002,1
sorting,mergesort,2,21,0.000001,1
sorting,mergesort,2,22,0.000001,1
sorting,mergesort,2,23,0.000002,1
sorting,mergesort,2,24,0.000002,1
sorting,mergesort,2,25,0.000001,1
sorting,mergesort,2,26,0.000002,1
sorting,mergesort,2,27,0.000002,1
sorting,mergesort,2,28,0.000001,1
sorting,mergesort,2,29,0.000002,1
sorting,mergesort,2,30,0.000001,1
sorting,mergesort,2,31,0.000002,1
sorting,mergesort,2,32,0.000001,1
sorting,mergesort,2,33,0.000002,1
sorting,mergesort,2,34,0.000001,1
sorting,mergesort,2,35,0.000002,1
sorting,mergesort,2,36,0.000002,1
sorting,mergesort,2,37,0.000001,1
