type,name,size,i,time,verification
sorting,native,1,1,0.000001,1
sorting,native,1,2,0.000001,1
sorting,native,1,3,0.000000,1
sorting,native,1,4,0.000000,1
sorting,native,1,5,0.000000,1
sorting,native,1,6,0.000001,1
sorting,native,1,7,0.000000,1
sorting,native,1,8,0.000000,1
sorting,native,1,9,0.000000,1
sorting,native,1,10,0.000000,1
sorting,native,1,11,0.000001,1
sorting,native,2,0,0.000000,1
sorting,native,2,1,0.000001,1
sorting,native,2,2,0.000000,1
sorting,native,2,3,0.000000,1
sorting,native,2,4,0.000000,1
sorting,native,2,5,0.000001,1
sorting,native,2,6,0.000001,1
sorting,native,2,7,0.000000,1
sorting,native,2,8,0.000001,1
sorting,native,2,9,0.000000,1
sorting,native,2,10,0.000000,1
sorting,native,2,11,0.000000,1
sorting,native,4,0,0.000001,1
sorting,native,4,1,0.000000,1
sorting,native,4,2,0.000000,1
sorting,native,4,3,0.000000,1
sorting,native,4,4,0.000000,1
sorting,native,4,5,0.000000,1
sorting,native,4,6,0.000001,1
sorting,native,4,7,0.000000,1
sorting,native,4,8,0.000000,1
sorting,native,4,9,0.000001,1
sorting,native,4,10,0.000001,1
sorting,native,4,11,0.000000,1
sorting,native,8,0,0.000000,1
sorting,native,8,1,0.000001,1
sorting,native,8,2,0.000001,1
sorting,native,8,3,0.000001,1
sorting,native,8,4,0.000000,1
sorting,native,8,5,0.000000,1
sorting,native,8,6,0.000001,1
sorting,native,8,7,0.000000,1
sorting,native,8,8,0.000001,1
sorting,native,8,9,0.000000,1
sorting,native,8,10,0.000001,1
sorting,native,8,11,0.000000,1
sorting,native,16,0,0.000001,1
sorting,native,16,1,0.000001,1
sorting,native,16,2,0.000002,1
sorting,native,16,3,0.000001,1
sorting,native,16,4,0.000001,1
sorting,native,16,5,0.000001,1
sorting,native,16,6,0.000001,1
sorting,native,16,7,0.000001,1
sorting,native,16,8,0.000000,1
sorting,native,16,9,0.000001,1
sorting,native,16,10,0.000000,1
sorting,native,16,11,0.000000,1
sorting,native,32,0,0.000003,1
sorting,native,32,1,0.000003,1
sorting,native,32,2,0.000003,1
sorting,native,32,3,0.000000,1
sorting,native,32,4,0.000001,1
sorting,native,32,5,0.000001,1
sorting,native,32,6,0.000001,1
sorting,native,32,7,0.000000,1
sorting,native,32,8,0.000000,1
sorting,native,32,9,0.000000,1
sorting,native,32,10,0.000001,1
sorting,native,32,11,0.000001,1
sorting,native,64,0,0.000007,1
sorting,native,64,1,0.000005,1
sorting,native,64,2,0.000006,1
sorting,native,64,3,0.000005,1
sorting,native,64,4,0.000004,1
sorting,native,64,5,0.000003,1
sorting,native,64,6,0.000000,1
sorting,native,64,7,0.000000,1
sorting,native,64,8,0.000000,1
sorting,native,64,9,0.000001,1
sorting,native,64,10,0.000001,1
sorting,native,64,11,0.000001,1
sorting,native,128,0,0.000014,1
sorting,native,128,1,0.000014,1
sorting,native,128,2,0.000013,1
sorting,native,128,3,0.000011,1
sorting,native,128,4,0.000009,1
sorting,native,128,5,0.000010,1
sorting,native,128,6,0.000001,1
sorting,native,128,7,0.000001,1
sorting,native,128,8,0.000001,1
sorting,native,128,9,0.000002,1
sorting,native,128,10,0.000001,1
sorting,native,128,11,0.000001,1
sorting,native,256,0,0.000037,1
sorting,native,256,1,0.000034,1
sorting,native,256,2,0.000034,1
sorting,native,256,3,0.000026,1
sorting,native,256,4,0.000025,1
sorting,native,256,5,0.000026,1
sorting,native,256,6,0.000002,1
sorting,native,256,7,0.000002,1
sorting,native,256,8,0.000002,1
sorting,native,256,9,0.000002,1
sorting,native,256,10,0.000002,1
sorting,native,256,11,0.000002,1
sorting,native,512,0,0.000081,1
sorting,native,512,1,0.000078,1
sorting,native,512,2,0.000078,1
sorting,native,512,3,0.000060,1
sorting,native,512,4,0.000059,1
sorting,native,512,5,0.000059,1
sorting,native,512,6,0.000028,1
sorting,native,512,7,0.000027,1
sorting,native,512,8,0.000026,1
sorting,native,512,9,0.000004,1
sorting,native,512,10,0.000004,1
sorting,native,512,11,0.000003,1
sorting,native,1024,0,0.000185,1
sorting,native,1024,1,0.000185,1
sorting,native,1024,2,0.000185,1
sorting,native,1024,3,0.000141,1
sorting,native,1024,4,0.000137,1
sorting,native,1024,5,0.000138,1
sorting,native,1024,6,0.000082,1
sorting,native,1024,7,0.000080,1
sorting,native,1024,8,0.000078,1
sorting,native,1024,9,0.000007,1
sorting,native,1024,10,0.000007,1
sorting,native,1024,11,0.000006,1
sorting,native,2048,0,0.000423,1
sorting,native,2048,1,0.000424,1
sorting,native,2048,2,0.000422,1
sorting,native,2048,3,0.000334,1
sorting,native,2048,4,0.000332,1
sorting,native,2048,5,0.000332,1
sorting,native,2048,6,0.000213,1
sorting,native,2048,7,0.000206,1
sorting,native,2048,8,0.000235,1
sorting,native,2048,9,0.000014,1
sorting,native,2048,10,0.000013,1
sorting,native,2048,11,0.000013,1
sorting,native,4096,0,0.000980,1
sorting,native,4096,1,0.000971,1
sorting,native,4096,2,0.000975,1
sorting,native,4096,3,0.000777,1
sorting,native,4096,4,0.000812,1
sorting,native,4096,5,0.000777,1
sorting,native,4096,6,0.000475,1
sorting,native,4096,7,0.000474,1
sorting,native,4096,8,0.000475,1
sorting,native,4096,9,0.000211,1
sorting,native,4096,10,0.000208,1
sorting,native,4096,11,0.000206,1
sorting,native,8192,0,0.002220,1
sorting,native,8192,1,0.002212,1
sorting,native,8192,2,0.002283,1
sorting,native,8192,3,0.001732,1
sorting,native,8192,4,0.001721,1
sorting,native,8192,5,0.002504,1
sorting,native,8192,6,0.001164,1
sorting,native,8192,7,0.001164,1
sorting,native,8192,8,0.001095,1
sorting,native,8192,9,0.000644,1
sorting,native,8192,10,0.000637,1
sorting,native,8192,11,0.000636,1
sorting,native,16384,0,0.005043,1
sorting,native,16384,1,0.004946,1
sorting,native,16384,2,0.004987,1
sorting,native,16384,3,0.003956,1
sorting,native,16384,4,0.004012,1
sorting,native,16384,5,0.003947,1
sorting,native,16384,6,0.002757,1
sorting,native,16384,7,0.002726,1
sorting,native,16384,8,0.002724,1
sorting,native,16384,9,0.001562,1
sorting,native,16384,10,0.001551,1
sorting,native,16384,11,0.001557,1
sorting,native,32768,0,0.011177,1
sorting,native,32768,1,0.011088,1
sorting,native,32768,2,0.010985,1
sorting,native,32768,3,0.008930,1
sorting,native,32768,4,0.008982,1
sorting,native,32768,5,0.008974,1
sorting,native,32768,6,0.006365,1
sorting,native,32768,7,0.006316,1
sorting,native,32768,8,0.006329,1
sorting,native,32768,9,0.003933,1
sorting,native,32768,10,0.003932,1
sorting,native,32768,11,0.003932,1
sorting,insertion,1,0,0.000007,1
sorting,insertion,1,1,0.000001,1
sorting,insertion,1,2,0.000001,1
sorting,insertion,1,3,0.000001,1
sorting,insertion,1,4,0.000000,1
sorting,insertion,1,5,0.000000,1
sorting,insertion,1,6,0.000000,1
sorting,insertion,1,7,0.000001,1
sorting,insertion,1,8,0.000001,1
sorting,insertion,1,9,0.000001,1
sorting,insertion,1,10,0.000000,1
sorting,insertion,1,11,0.000000,1
sorting,insertion,2,0,0.000001,1
sorting,insertion,2,1,0.000001,1
sorting,insertion,2,2,0.000001,1
sorting,insertion,2,3,0.000001,1
sorting,insertion,2,4,0.000001,1
sorting,insertion,2,5,0.000001,1
sorting,insertion,2,6,0.000000,1
sorting,insertion,2,7,0.000000,1
sorting,insertion,2,8,0.000000,1
sorting,insertion,2,9,0.000001,1
sorting,insertion,2,10,0.000001,1
sorting,insertion,2,11,0.000001,1
sorting,insertion,4,0,0.000001,1
sorting,insertion,4,1,0.000001,1
sorting,insertion,4,2,0.000001,1
sorting,insertion,4,3,0.000001,1
sorting,insertion,4,4,0.000000,1
sorting,insertion,4,5,0.000001,1
sorting,insertion,4,6,0.000000,1
sorting,insertion,4,7,0.000001,1
sorting,insertion,4,8,0.000001,1
sorting,insertion,4,9,0.000001,1
sorting,insertion,4,10,0.000001,1
sorting,insertion,4,11,0.000001,1
sorting,insertion,8,0,0.000003,1
sorting,insertion,8,1,0.000002,1
sorting,insertion,8,2,0.000003,1
sorting,insertion,8,3,0.000001,1
sorting,insertion,8,4,0.000002,1
sorting,insertion,8,5,0.000001,1
sorting,insertion,8,6,0.000002,1
sorting,insertion,8,7,0.000001,1
sorting,insertion,8,8,0.000001,1
sorting,insertion,8,9,0.000001,1
sorting,insertion,8,10,0.000001,1
sorting,insertion,8,11,0.000001,1
sorting,insertion,16,0,0.000004,1
sorting,insertion,16,1,0.000006,1
sorting,insertion,16,2,0.000007,1
sorting,insertion,16,3,0.000002,1
sorting,insertion,16,4,0.000001,1
sorting,insertion,16,5,0.000002,1
sorting,insertion,16,6,0.000002,1
sorting,insertion,16,7,0.000002,1
sorting,insertion,16,8,0.000002,1
sorting,insertion,16,9,0.000002,1
sorting,insertion,16,10,0.000002,1
sorting,insertion,16,11,0.000002,1
sorting,insertion,32,0,0.000020,1
sorting,insertion,32,1,0.000023,1
sorting,insertion,32,2,0.000020,1
sorting,insertion,32,3,0.000004,1
sorting,insertion,32,4,0.000004,1
sorting,insertion,32,5,0.000003,1
sorting,insertion,32,6,0.000003,1
sorting,insertion,32,7,0.000003,1
sorting,insertion,32,8,0.000004,1
sorting,insertion,32,9,0.000003,1
sorting,insertion,32,10,0.000004,1
sorting,insertion,32,11,0.000004,1
sorting,insertion,64,0,0.000076,1
sorting,insertion,64,1,0.000079,1
sorting,insertion,64,2,0.000069,1
sorting,insertion,64,3,0.000054,1
sorting,insertion,64,4,0.000040,1
sorting,insertion,64,5,0.000042,1
sorting,insertion,64,6,0.000006,1
sorting,insertion,64,7,0.000006,1
sorting,insertion,64,8,0.000006,1
sorting,insertion,64,9,0.000006,1
sorting,insertion,64,10,0.000006,1
sorting,insertion,64,11,0.000006,1
sorting,insertion,128,0,0.000367,1
sorting,insertion,128,1,0.000293,1
sorting,insertion,128,2,0.000306,1
sorting,insertion,128,3,0.000242,1
sorting,insertion,128,4,0.000260,1
sorting,insertion,128,5,0.000243,1
sorting,insertion,128,6,0.000012,1
sorting,insertion,128,7,0.000012,1
sorting,insertion,128,8,0.000011,1
sorting,insertion,128,9,0.000012,1
sorting,insertion,128,10,0.000011,1
sorting,insertion,128,11,0.000012,1
sorting,insertion,256,0,0.001151,1
sorting,insertion,256,1,0.001161,1
sorting,insertion,256,2,0.001074,1
sorting,insertion,256,3,0.001062,1
sorting,insertion,256,4,0.001036,1
sorting,insertion,256,5,0.000958,1
sorting,insertion,256,6,0.000023,1
sorting,insertion,256,7,0.000022,1
sorting,insertion,256,8,0.000022,1
sorting,insertion,256,9,0.000023,1
sorting,insertion,256,10,0.000023,1
sorting,insertion,256,11,0.000023,1
sorting,insertion,512,0,0.004452,1
sorting,insertion,512,1,0.004647,1
sorting,insertion,512,2,0.004542,1
sorting,insertion,512,3,0.004253,1
sorting,insertion,512,4,0.004263,1
sorting,insertion,512,5,0.004312,1
sorting,insertion,512,6,0.002102,1
sorting,insertion,512,7,0.002291,1
sorting,insertion,512,8,0.002358,1
sorting,insertion,512,9,0.000046,1
sorting,insertion,512,10,0.000047,1
sorting,insertion,512,11,0.000045,1
sorting,insertion,1024,0,0.018412,1
sorting,insertion,1024,1,0.019719,1
sorting,insertion,1024,2,0.018999,1
sorting,insertion,1024,3,0.018380,1
sorting,insertion,1024,4,0.017883,1
sorting,insertion,1024,5,0.018226,1
sorting,insertion,1024,6,0.014829,1
sorting,insertion,1024,7,0.014895,1
sorting,insertion,1024,8,0.014656,1
sorting,insertion,1024,9,0.000091,1
sorting,insertion,1024,10,0.000090,1
sorting,insertion,1024,11,0.000090,1
sorting,insertion,2048,0,0.077412,1
sorting,insertion,2048,1,0.077633,1
sorting,insertion,2048,2,0.078079,1
sorting,insertion,2048,3,0.074397,1
sorting,insertion,2048,4,0.075339,1
sorting,insertion,2048,5,0.074425,1
sorting,insertion,2048,6,0.065004,1
sorting,insertion,2048,7,0.065575,1
sorting,insertion,2048,8,0.066642,1
sorting,insertion,2048,9,0.000182,1
sorting,insertion,2048,10,0.000183,1
sorting,insertion,2048,11,0.000181,1
sorting,insertion,4096,0,0.311114,1
sorting,insertion,4096,1,0.317449,1
sorting,insertion,4096,2,0.316908,1
sorting,insertion,4096,3,0.303919,1
sorting,insertion,4096,4,0.298931,1
sorting,insertion,4096,5,0.308581,1
sorting,insertion,4096,6,0.295219,1
sorting,insertion,4096,7,0.318235,1
sorting,insertion,4096,8,0.304099,1
sorting,insertion,4096,9,0.148473,1
sorting,insertion,4096,10,0.153390,1
sorting,insertion,4096,11,0.149953,1
sorting,insertion,8192,0,1.290823,1
sorting,insertion,8192,1,1.272242,1
sorting,insertion,8192,2,1.287964,1
sorting,insertion,8192,3,1.208894,1
sorting,insertion,8192,4,1.201960,1
sorting,insertion,8192,5,1.201776,1
sorting,insertion,8192,6,1.212568,1
sorting,insertion,8192,7,1.197630,1
sorting,insertion,8192,8,1.149691,1
sorting,insertion,8192,9,0.881456,1
sorting,insertion,8192,10,0.925949,1
sorting,insertion,8192,11,0.914430,1
sorting,insertion,16384,0,5.350969,1
sorting,insertion,16384,1,5.279954,1
sorting,insertion,16384,2,5.169334,1
sorting,insertion,16384,3,4.914967,1
sorting,insertion,16384,4,4.803689,1
sorting,insertion,16384,5,4.837469,1
sorting,insertion,16384,6,4.708681,1
sorting,insertion,16384,7,4.675130,1
sorting,insertion,16384,8,4.718584,1
sorting,insertion,16384,9,4.285661,1
sorting,insertion,16384,10,4.308001,1
sorting,insertion,16384,11,4.295863,1
