type,name,size,i,time,verification
sorting,quicksort,512,0,0.001031,1
sorting,quicksort,512,1,0.000811,1
sorting,quicksort,512,2,0.000742,1
sorting,quicksort,512,3,0.000659,1
sorting,quicksort,512,4,0.000692,1
sorting,quicksort,512,5,0.000636,1
sorting,quicksort,512,6,0.000393,1
sorting,quicksort,512,7,0.000396,1
sorting,quicksort,512,8,0.000337,1
sorting,quicksort,512,9,0.000332,1
sorting,quicksort,512,10,0.000353,1
sorting,quicksort,512,11,0.000301,1
sorting,quicksort,1024,0,0.001521,1
sorting,quicksort,1024,1,0.001331,1
sorting,quicksort,1024,2,0.001446,1
sorting,quicksort,1024,3,0.001338,1
sorting,quicksort,1024,4,0.001356,1
sorting,quicksort,1024,5,0.001189,1
sorting,quicksort,1024,6,0.000925,1
sorting,quicksort,1024,7,0.000937,1
sorting,quicksort,1024,8,0.000910,1
sorting,quicksort,1024,9,0.000603,1
sorting,quicksort,1024,10,0.000600,1
sorting,quicksort,1024,11,0.000599,1
sorting,quicksort,2048,0,0.002512,1
sorting,quicksort,2048,1,0.002548,1
sorting,quicksort,2048,2,0.002464,1
sorting,quicksort,2048,3,0.002645,1
sorting,quicksort,2048,4,0.002748,1
sorting,quicksort,2048,5,0.002653,1
sorting,quicksort,2048,6,0.001881,1
sorting,quicksort,2048,7,0.002105,1
sorting,quicksort,2048,8,0.001956,1
sorting,quicksort,2048,9,0.001204,1
sorting,quicksort,2048,10,0.001211,1
sorting,quicksort,2048,11,0.001208,1
sorting,quicksort,4096,0,0.005726,1
sorting,quicksort,4096,1,0.005829,1
sorting,quicksort,4096,2,0.007362,1
sorting,quicksort,4096,3,0.005590,1
sorting,quicksort,4096,4,0.005110,1
sorting,quicksort,4096,5,0.006473,1
sorting,quicksort,4096,6,0.004433,1
sorting,quicksort,4096,7,0.005028,1
sorting,quicksort,4096,8,0.004273,1
sorting,quicksort,4096,9,0.002797,1
sorting,quicksort,4096,10,0.003487,1
sorting,quicksort,4096,11,0.003144,1
sorting,quicksort,8192,0,0.009394,1
sorting,quicksort,8192,1,0.010025,1
sorting,quicksort,8192,2,0.011563,1
sorting,quicksort,8192,3,0.010192,1
sorting,quicksort,8192,4,0.010239,1
sorting,quicksort,8192,5,0.009660,1
sorting,quicksort,8192,6,0.010065,1
sorting,quicksort,8192,7,0.010523,1
sorting,quicksort,8192,8,0.010490,1
sorting,quicksort,8192,9,0.006718,1
sorting,quicksort,8192,10,0.006866,1
sorting,quicksort,8192,11,0.007473,1
sorting,quicksort-randomizado,1,0,0.000001,1
sorting,quicksort-randomizado,1,1,0.000010,1
sorting,quicksort-randomizado,1,2,0.000001,1
sorting,quicksort-randomizado,1,3,0.000001,1
sorting,quicksort-randomizado,1,4,0.000002,1
sorting,quicksort-randomizado,1,5,0.000001,1
sorting,quicksort-randomizado,1,6,0.000000,1
sorting,quicksort-randomizado,1,7,0.000001,1
sorting,quicksort-randomizado,1,8,0.000001,1
sorting,quicksort-randomizado,1,9,0.000001,1
sorting,quicksort-randomizado,1,10,0.000001,1
sorting,quicksort-randomizado,1,11,0.000001,1
sorting,quicksort-randomizado,2,0,0.000010,1
sorting,quicksort-randomizado,2,1,0.000015,1
sorting,quicksort-randomizado,2,2,0.000007,1
sorting,quicksort-randomizado,2,3,0.000005,1
sorting,quicksort-randomizado,2,4,0.000024,1
sorting,quicksort-randomizado,2,5,0.000013,1
sorting,quicksort-randomizado,2,6,0.000006,1
sorting,quicksort-randomizado,2,7,0.000007,1
sorting,quicksort-randomizado,2,8,0.000007,1
sorting,quicksort-randomizado,2,9,0.000005,1
sorting,quicksort-randomizado,2,10,0.000007,1
sorting,quicksort-randomizado,2,11,0.000006,1
sorting,quicksort-randomizado,4,0,0.000011,1
sorting,quicksort-randomizado,4,1,0.000007,1
sorting,quicksort-randomizado,4,2,0.000006,1
sorting,quicksort-randomizado,4,3,0.000006,1
sorting,quicksort-randomizado,4,4,0.000007,1
sorting,quicksort-randomizado,4,5,0.000007,1
sorting,quicksort-randomizado,4,6,0.000006,1
sorting,quicksort-randomizado,4,7,0.000007,1
sorting,quicksort-randomizado,4,8,0.000007,1
sorting,quicksort-randomizado,4,9,0.000007,1
sorting,quicksort-randomizado,4,10,0.000007,1
sorting,quicksort-randomizado,4,11,0.000007,1
sorting,quicksort-randomizado,8,0,0.000014,1
sorting,quicksort-randomizado,8,1,0.000017,1
sorting,quicksort-randomizado,8,2,0.000017,1
sorting,quicksort-randomizado,8,3,0.000010,1
sorting,quicksort-randomizado,8,4,0.000010,1
sorting,quicksort-randomizado,8,5,0.000009,1
sorting,quicksort-randomizado,8,6,0.000009,1
sorting,quicksort-randomizado,8,7,0.000010,1
sorting,quicksort-randomizado,8,8,0.000009,1
sorting,quicksort-randomizado,8,9,0.000009,1
sorting,quicksort-randomizado,8,10,0.000009,1
sorting,quicksort-randomizado,8,11,0.000009,1
sorting,quicksort-randomizado,16,0,0.000030,1
sorting,quicksort-randomizado,16,1,0.000028,1
sorting,quicksort-randomizado,16,2,0.000026,1
sorting,quicksort-randomizado,16,3,0.000014,1
sorting,quicksort-randomizado,16,4,0.000014,1
sorting,quicksort-randomizado,16,5,0.000015,1
sorting,quicksort-randomizado,16,6,0.000014,1
sorting,quicksort-randomizado,16,7,0.000015,1
sorting,quicksort-randomizado,16,8,0.000014,1
sorting,quicksort-randomizado,16,9,0.000014,1
sorting,quicksort-randomizado,16,10,0.000015,1
sorting,quicksort-randomizado,16,11,0.000014,1
sorting,quicksort-randomizado,32,0,0.000067,1
sorting,quicksort-randomizado,32,1,0.000066,1
sorting,quicksort-randomizado,32,2,0.000064,1
sorting,quicksort-randomizado,32,3,0.000024,1
sorting,quicksort-randomizado,32,4,0.000024,1
sorting,quicksort-randomizado,32,5,0.000024,1
sorting,quicksort-randomizado,32,6,0.000025,1
sorting,quicksort-randomizado,32,7,0.000024,1
sorting,quicksort-randomizado,32,8,0.000024,1
sorting,quicksort-randomizado,32,9,0.000024,1
sorting,quicksort-randomizado,32,10,0.000024,1
sorting,quicksort-randomizado,32,11,0.000025,1
sorting,quicksort-randomizado,64,0,0.000127,1
sorting,quicksort-randomizado,64,1,0.000109,1
sorting,quicksort-randomizado,64,2,0.000128,1
sorting,quicksort-randomizado,64,3,0.000060,1
sorting,quicksort-randomizado,64,4,0.000061,1
sorting,quicksort-randomizado,64,5,0.000059,1
sorting,quicksort-randomizado,64,6,0.000044,1
sorting,quicksort-randomizado,64,7,0.000043,1
sorting,quicksort-randomizado,64,8,0.000045,1
sorting,quicksort-randomizado,64,9,0.000044,1
sorting,quicksort-randomizado,64,10,0.000043,1
sorting,quicksort-randomizado,64,11,0.000044,1
sorting,quicksort-randomizado,128,0,0.000293,1
sorting,quicksort-randomizado,128,1,0.000196,1
sorting,quicksort-randomizado,128,2,0.000196,1
sorting,quicksort-randomizado,128,3,0.000144,1
sorting,quicksort-randomizado,128,4,0.000131,1
sorting,quicksort-randomizado,128,5,0.000116,1
sorting,quicksort-randomizado,128,6,0.000078,1
sorting,quicksort-randomizado,128,7,0.000078,1
sorting,quicksort-randomizado,128,8,0.000080,1
sorting,quicksort-randomizado,128,9,0.000081,1
sorting,quicksort-randomizado,128,10,0.000080,1
sorting,quicksort-randomizado,128,11,0.000083,1
sorting,quicksort-randomizado,256,0,0.000341,1
sorting,quicksort-randomizado,256,1,0.000397,1
sorting,quicksort-randomizado,256,2,0.000369,1
sorting,quicksort-randomizado,256,3,0.000308,1
sorting,quicksort-randomizado,256,4,0.000359,1
sorting,quicksort-randomizado,256,5,0.000287,1
sorting,quicksort-randomizado,256,6,0.000153,1
sorting,quicksort-randomizado,256,7,0.000164,1
sorting,quicksort-randomizado,256,8,0.000168,1
sorting,quicksort-randomizado,256,9,0.000158,1
sorting,quicksort-randomizado,256,10,0.000156,1
sorting,quicksort-randomizado,256,11,0.000156,1
sorting,quicksort-randomizado,512,0,0.000721,1
sorting,quicksort-randomizado,512,1,0.000871,1
sorting,quicksort-randomizado,512,2,0.000752,1
sorting,quicksort-randomizado,512,3,0.000725,1
sorting,quicksort-randomizado,512,4,0.000778,1
sorting,quicksort-randomizado,512,5,0.000661,1
sorting,quicksort-randomizado,512,6,0.000390,1
sorting,quicksort-randomizado,512,7,0.000362,1
sorting,quicksort-randomizado,512,8,0.000349,1
sorting,quicksort-randomizado,512,9,0.000311,1
sorting,quicksort-randomizado,512,10,0.000311,1
sorting,quicksort-randomizado,512,11,0.000311,1
sorting,quicksort-randomizado,1024,0,0.001716,1
sorting,quicksort-randomizado,1024,1,0.001337,1
sorting,quicksort-randomizado,1024,2,0.001584,1
sorting,quicksort-randomizado,1024,3,0.001271,1
sorting,quicksort-randomizado,1024,4,0.001439,1
sorting,quicksort-randomizado,1024,5,0.001123,1
sorting,quicksort-randomizado,1024,6,0.001025,1
sorting,quicksort-randomizado,1024,7,0.000967,1
sorting,quicksort-randomizado,1024,8,0.000812,1
sorting,quicksort-randomizado,1024,9,0.000619,1
sorting,quicksort-randomizado,1024,10,0.000651,1
sorting,quicksort-randomizado,1024,11,0.000619,1
sorting,quicksort-randomizado,2048,0,0.002822,1
sorting,quicksort-randomizado,2048,1,0.002803,1
sorting,quicksort-randomizado,2048,2,0.003196,1
sorting,quicksort-randomizado,2048,3,0.003075,1
sorting,quicksort-randomizado,2048,4,0.002717,1
sorting,quicksort-randomizado,2048,5,0.002459,1
sorting,quicksort-randomizado,2048,6,0.001920,1
sorting,quicksort-randomizado,2048,7,0.001943,1
sorting,quicksort-randomizado,2048,8,0.001967,1
sorting,quicksort-randomizado,2048,9,0.001203,1
sorting,quicksort-randomizado,2048,10,0.001222,1
sorting,quicksort-randomizado,2048,11,0.001434,1
sorting,quicksort-randomizado,4096,0,0.005578,1
sorting,quicksort-randomizado,4096,1,0.005639,1
sorting,quicksort-randomizado,4096,2,0.005431,1
sorting,quicksort-randomizado,4096,3,0.006041,1
sorting,quicksort-randomizado,4096,4,0.004878,1
sorting,quicksort-randomizado,4096,5,0.006635,1
sorting,quicksort-randomizado,4096,6,0.004441,1
sorting,quicksort-randomizado,4096,7,0.004948,1
sorting,quicksort-randomizado,4096,8,0.004233,1
sorting,quicksort-randomizado,4096,9,0.002810,1
sorting,quicksort-randomizado,4096,10,0.003309,1
sorting,quicksort-randomizado,4096,11,0.003205,1
sorting,quicksort-randomizado,8192,0,0.012326,1
sorting,quicksort-randomizado,8192,1,0.011782,1
sorting,quicksort-randomizado,8192,2,0.010327,1
sorting,quicksort-randomizado,8192,3,0.010693,1
sorting,quicksort-randomizado,8192,4,0.010682,1
sorting,quicksort-randomizado,8192,5,0.011824,1
sorting,quicksort-randomizado,8192,6,0.011906,1
sorting,quicksort-randomizado,8192,7,0.011275,1
sorting,quicksort-randomizado,8192,8,0.009868,1
sorting,quicksort-randomizado,8192,9,0.008420,1
sorting,quicksort-randomizado,8192,10,0.008200,1
sorting,quicksort-randomizado,8192,11,0.006930,1
